viewing_id,client_id,agent_id,property_id,viewing_date
901,894,9,1744,2023-06-05
902,992,38,1815,2023-05-16
903,215,47,167,2023-04-27
904,810,43,1260,2022-03-08
905,172,33,795,2023-10-23
906,770,33,767,2023-05-26
907,532,30,367,2022-11-26
908,730,24,1077,2023-05-10
909,733,32,971,2022-10-02
910,596,26,1307,2023-08-21
911,666,3,425,2022-08-13
912,917,13,926,2022-08-29
913,406,14,627,2023-03-12
914,911,25,1171,2022-06-10
915,958,24,522,2023-07-18
916,87,9,1540,2022-03-28
917,303,29,1063,2022-12-27
918,236,38,85,2023-04-22
919,525,40,689,2023-03-13
920,462,30,886,2023-02-23
921,377,32,650,2022-10-07
922,392,2,368,2023-03-29
923,240,17,1322,2022-03-19
924,368,6,604,2023-05-29
925,526,35,1319,2022-03-22
926,805,18,1898,2022-08-22
927,101,8,147,2023-01-04
928,40,35,411,2022-12-08
929,202,44,675,2022-09-14
930,310,48,1671,2023-12-01
931,866,18,391,2023-09-11
932,142,49,1467,2023-07-11
933,935,17,18,2022-11-03
934,289,23,1604,2023-02-18
935,969,26,1684,2023-08-17
936,776,42,25,2023-04-29
937,670,33,1559,2022-06-02
938,887,26,467,2022-08-21
939,741,48,430,2023-05-01
940,240,34,1203,2023-07-20
941,776,30,1480,2023-04-18
942,349,6,642,2022-07-12
943,440,50,1930,2023-03-04
944,215,29,922,2023-07-26
945,31,24,285,2023-08-15
946,895,9,626,2022-01-10
947,512,43,1709,2022-12-30
948,348,15,859,2023-03-12
949,703,49,827,2023-07-05
950,307,21,1203,2022-01-24
951,582,3,1889,2022-05-23
952,158,22,1164,2023-10-07
953,819,39,1872,2023-09-15
954,588,26,781,2022-07-29
955,972,26,131,2023-07-02
956,396,13,973,2022-04-22
957,337,37,1971,2023-04-08
958,655,20,191,2022-06-25
959,107,44,1133,2022-07-01
960,33,45,1236,2023-05-16
961,28,12,408,2022-03-13
962,934,25,582,2022-07-30
963,239,19,1351,2023-06-21
964,72,30,118,2023-01-13
965,531,1,352,2022-12-01
966,881,27,801,2022-06-10
967,114,9,1099,2023-03-05
968,490,48,141,2023-02-03
969,979,14,267,2022-07-30
970,318,28,1676,2023-11-12
971,487,11,1237,2023-08-12
972,962,20,1204,2022-07-27
973,515,46,1403,2023-04-15
974,283,13,16,2022-05-27
975,457,5,1689,2023-02-13
976,620,16,1077,2022-12-03
977,933,37,1801,2023-05-18
978,472,30,1180,2022-02-10
979,755,6,590,2023-10-24
980,903,30,711,2022-11-01
981,401,40,1687,2022-06-29
982,426,16,368,2023-09-25
983,751,28,938,2023-01-29
984,933,43,376,2023-08-06
985,98,26,1431,2022-02-14
986,246,11,561,2023-10-06
987,551,19,1366,2022-03-10
988,715,47,1480,2022-08-11
989,931,32,843,2023-07-21
990,125,24,157,2022-04-18
991,517,50,1597,2022-11-30
992,420,29,338,2022-09-16
993,213,33,92,2023-04-19
994,28,5,1309,2023-11-23
995,768,30,781,2022-12-18
996,764,26,1753,2022-07-19
997,407,3,22,2022-09-14
998,118,46,1879,2022-05-20
999,335,43,1534,2023-04-21
1000,497,30,140,2022-03-26
1001,562,43,497,2023-03-25
1002,144,31,1681,2022-10-13
1003,862,11,350,2022-01-19
1004,622,7,363,2022-10-29
1005,128,35,1519,2023-02-05
1006,173,5,1376,2022-01-12
1007,694,18,315,2023-03-28
1008,367,12,444,2022-02-05
1009,915,44,1091,2022-08-10
1010,453,45,98,2023-10-13
1011,831,34,1313,2023-11-10
1012,734,43,1838,2022-04-16
1013,400,45,632,2023-03-31
1014,54,39,10,2022-02-19
1015,791,25,1572,2022-07-26
1016,952,16,768,2022-09-02
1017,205,6,33,2023-03-08
1018,29,1,691,2022-07-16
1019,697,43,130,2022-08-14
1020,982,7,1633,2023-11-12
1021,172,47,343,2022-02-15
1022,426,33,221,2022-12-01
1023,331,36,1284,2022-07-14
1024,640,14,1914,2023-07-09
1025,405,28,248,2022-08-26
1026,219,7,731,2022-11-28
1027,178,1,824,2023-11-01
1028,324,1,798,2022-08-06
1029,470,15,136,2023-11-05
1030,835,18,1332,2023-10-01
1031,378,3,138,2022-08-12
1032,421,20,1572,2023-09-06
1033,512,7,1460,2023-07-04
1034,811,37,352,2022-09-15
1035,983,7,1229,2022-11-29
1036,647,45,796,2023-11-26
1037,947,50,1421,2022-05-17
1038,341,12,1302,2022-11-22
1039,872,43,988,2022-03-11
1040,344,2,1247,2023-08-23
1041,460,25,1047,2023-10-18
1042,760,15,1032,2023-08-25
1043,722,1,477,2022-01-22
1044,632,49,1837,2022-05-08
1045,317,16,1512,2023-03-15
1046,776,16,1270,2022-03-23
1047,62,9,768,2023-05-26
1048,304,13,311,2023-01-20
1049,210,42,78,2022-09-01
1050,946,47,1225,2023-03-31
1051,757,22,275,2022-10-12
1052,326,42,1612,2022-02-10
1053,534,27,1328,2022-10-23
1054,769,2,470,2022-12-06
1055,351,16,422,2023-07-07
1056,56,43,509,2022-08-16
1057,623,25,1068,2022-11-26
1058,188,29,1290,2022-01-07
1059,67,32,144,2022-07-17
1060,54,41,290,2022-07-29
1061,129,6,356,2023-08-30
1062,563,14,484,2023-06-04
1063,81,28,1485,2023-04-24
1064,319,11,1478,2022-07-22
1065,251,28,362,2023-09-13
1066,255,20,585,2023-08-14
1067,460,41,413,2022-10-06
1068,884,31,164,2023-01-04
1069,408,25,344,2023-04-28
1070,452,28,1035,2023-09-17
1071,753,28,1558,2022-06-09
1072,840,31,41,2023-01-26
1073,438,6,1555,2022-11-04
1074,610,35,313,2023-07-21
1075,745,12,527,2023-01-25
1076,475,20,929,2022-10-18
1077,385,36,1242,2023-05-08
1078,74,22,280,2023-04-26
1079,201,10,1877,2022-07-14
1080,5,1,1765,2023-05-28
1081,748,47,767,2023-05-19
1082,415,27,1926,2023-02-09
1083,994,48,765,2023-01-29
1084,502,20,1313,2023-08-26
1085,73,27,1813,2022-02-09
1086,944,8,789,2023-08-03
1087,167,13,1563,2023-03-23
1088,981,17,1580,2022-12-23
1089,522,46,1001,2023-10-13
1090,706,24,1427,2022-03-01
1091,667,25,1898,2023-03-11
1092,754,16,497,2023-05-05
1093,36,24,1293,2023-11-24
1094,29,45,1364,2023-10-23
1095,152,17,1240,2023-04-12
1096,967,44,302,2022-09-18
1097,254,39,1185,2023-11-10
1098,862,11,26,2022-04-30
1099,790,6,1320,2023-01-29
1100,408,46,1201,2022-03-24
1101,531,13,1795,2023-03-10
1102,170,28,518,2022-11-06
1103,513,35,1349,2023-01-27
1104,601,20,1504,2023-02-26
1105,771,47,1781,2022-04-02
1106,112,41,1173,2022-12-19
1107,834,10,551,2022-08-03
1108,953,48,816,2022-11-12
1109,7,11,1672,2023-05-19
1110,2,7,144,2023-03-04
1111,538,27,1341,2022-10-23
1112,751,28,350,2022-06-30
1113,384,12,1442,2022-05-18
1114,203,32,373,2023-05-30
1115,972,8,923,2023-08-04
1116,834,14,381,2022-07-25
1117,61,48,375,2022-07-16
1118,266,27,903,2023-10-04
1119,935,40,224,2023-10-14
1120,171,6,601,2022-03-29
1121,387,8,567,2022-03-07
1122,351,2,1200,2022-08-29
1123,490,32,1378,2022-04-14
1124,10,4,545,2022-01-08
1125,682,38,1617,2022-02-12
1126,100,14,1070,2022-01-08
1127,385,39,1066,2022-09-30
1128,955,32,970,2022-12-12
1129,619,28,690,2023-01-15
1130,699,22,646,2022-09-03
1131,964,24,1363,2023-02-13
1132,388,40,118,2022-12-31
1133,895,22,1652,2022-04-13
1134,4,30,1783,2023-02-16
1135,743,9,53,2023-09-09
1136,126,34,573,2022-09-12
1137,378,29,1267,2023-11-06
1138,891,31,1055,2023-02-28
1139,677,13,7,2023-10-16
1140,981,21,35,2023-10-11
1141,369,3,1986,2022-11-30
1142,695,29,479,2023-09-14
1143,497,26,1514,2023-09-20
1144,814,6,714,2023-03-15
1145,962,31,1349,2022-04-13
1146,752,25,602,2023-09-14
1147,200,46,294,2023-06-17
1148,898,37,1608,2023-06-01
1149,33,9,1020,2022-03-31
1150,309,44,1124,2023-04-24
1151,173,29,1956,2022-04-29
1152,494,43,1108,2022-09-04
1153,250,14,350,2023-11-07
1154,717,6,217,2023-03-22
1155,733,2,329,2022-12-01
1156,925,25,1570,2022-10-15
1157,226,47,528,2023-11-13
1158,488,43,253,2023-11-13
1159,140,35,1298,2023-05-19
1160,93,45,682,2022-08-18
1161,955,37,1570,2023-09-08
1162,67,42,703,2023-01-22
1163,933,46,1522,2023-01-26
1164,670,42,1608,2023-07-30
1165,990,28,1656,2022-08-27
1166,229,17,237,2022-10-25
1167,90,8,183,2022-12-15
1168,759,38,1920,2022-07-12
1169,763,8,1174,2023-01-12
1170,131,21,1954,2023-01-25
1171,591,48,4,2022-11-15
1172,64,38,1097,2022-07-14
1173,868,25,868,2022-11-24
1174,790,24,1634,2023-11-27
1175,957,9,1065,2023-11-11
1176,617,38,455,2022-04-20
1177,405,1,1103,2023-04-17
1178,324,10,1672,2022-10-31
1179,858,15,1024,2023-11-28
1180,467,10,1232,2022-10-18
1181,150,48,1363,2022-02-05
1182,614,21,633,2023-05-30
1183,706,8,561,2023-08-11
1184,490,41,1698,2022-08-09
1185,507,19,1443,2023-01-21
1186,61,22,313,2022-08-04
1187,869,47,1914,2022-08-19
1188,718,48,108,2022-07-03
1189,878,32,1490,2023-02-06
1190,307,43,1869,2022-06-13
1191,23,36,804,2022-12-12
1192,433,44,970,2022-12-23
1193,776,26,801,2022-03-15
1194,541,47,580,2022-10-17
1195,714,13,1436,2023-07-16
1196,404,7,269,2022-11-28
1197,771,38,1774,2022-02-25
1198,871,46,623,2023-04-14
1199,671,11,1183,2022-05-21
1200,453,45,989,2022-10-26
1201,919,10,430,2022-08-12
1202,824,48,401,2023-10-29
1203,10,24,1487,2023-08-13
1204,105,44,1609,2022-06-01
1205,386,28,1392,2022-06-22
1206,949,4,197,2022-12-31
1207,998,31,368,2022-02-23
1208,121,33,1332,2022-12-13
1209,608,28,1987,2022-06-02
1210,643,47,828,2022-09-08
1211,35,8,494,2023-02-11
1212,501,20,1409,2023-09-03
1213,978,12,1337,2023-01-20
1214,795,45,1629,2023-11-18
1215,675,6,1593,2023-04-20
1216,886,42,783,2022-10-09
1217,648,42,912,2023-01-12
1218,12,8,239,2022-03-26
1219,125,32,1314,2023-11-16
1220,931,33,461,2022-01-24
1221,601,37,1173,2023-05-07
1222,281,45,1527,2022-04-07
1223,814,38,371,2023-01-29
1224,496,42,1440,2023-03-21
1225,306,37,257,2022-04-12
1226,334,5,1462,2023-07-05
1227,190,26,1665,2022-01-21
1228,404,36,1675,2023-07-04
1229,803,34,1001,2022-03-07
1230,532,38,1104,2023-10-30
1231,128,49,1543,2022-08-01
1232,989,43,1839,2022-05-01
1233,186,39,1424,2022-07-04
1234,6,36,916,2022-11-18
1235,126,3,264,2023-08-12
1236,212,42,331,2022-03-31
1237,576,17,1744,2022-02-05
1238,87,8,1037,2022-11-02
1239,373,35,352,2023-03-10
1240,968,43,1,2022-09-12
1241,308,3,1938,2023-06-16
1242,927,19,1350,2023-07-01
1243,456,9,1182,2023-05-18
1244,712,21,1071,2022-12-27
1245,621,35,1046,2022-08-03
1246,705,7,1358,2022-02-15
1247,243,3,386,2022-05-26
1248,307,14,1961,2022-05-18
1249,617,36,443,2023-08-29
1250,368,18,264,2023-09-30
1251,433,5,1127,2022-09-19
1252,267,25,1331,2022-06-17
1253,410,30,171,2022-09-18
1254,693,28,1926,2022-05-27
1255,549,14,145,2023-10-07
1256,751,18,1297,2023-10-24
1257,198,46,763,2023-08-01
1258,674,42,1681,2023-06-08
1259,620,11,860,2022-06-07
1260,324,28,777,2022-01-27
1261,988,39,507,2022-03-21
1262,277,8,1089,2022-04-23
1263,701,36,834,2022-03-09
1264,338,41,183,2023-01-07
1265,932,22,1594,2022-10-07
1266,150,15,561,2022-01-11
1267,101,25,1985,2022-08-16
1268,388,7,1604,2022-05-07
1269,180,34,1492,2022-11-10
1270,603,32,196,2023-06-26
1271,358,45,1172,2022-10-16
1272,565,18,1245,2022-04-12
1273,919,4,350,2022-11-22
1274,970,49,798,2022-07-05
1275,354,48,1389,2023-06-29
1276,565,39,1807,2023-02-17
1277,489,38,262,2022-09-23
1278,10,44,1052,2022-06-09
1279,674,9,293,2023-01-23
1280,582,48,548,2022-02-24
1281,941,47,1310,2023-01-15
1282,725,50,511,2023-11-26
1283,624,27,1448,2023-04-14
1284,188,29,725,2023-04-25
1285,515,19,565,2023-03-15
1286,534,46,1806,2022-08-23
1287,313,41,1758,2022-03-31
1288,971,20,833,2022-11-17
1289,866,6,1300,2022-03-23
1290,79,47,492,2022-04-06
1291,170,37,118,2022-03-28
1292,762,19,1135,2023-05-20
1293,828,1,1971,2023-03-11
1294,694,33,1910,2022-05-20
1295,492,32,1055,2023-11-25
1296,910,35,1430,2022-05-08
1297,416,1,1263,2022-07-14
1298,933,48,15,2023-03-12
1299,720,35,1536,2022-12-20
1300,251,48,1355,2023-06-25
1301,701,39,87,2023-09-14
1302,460,11,1382,2023-06-21
1303,926,15,359,2022-03-18
1304,376,9,1053,2022-12-28
1305,976,4,866,2023-05-23
1306,389,11,765,2022-04-26
1307,347,44,512,2023-07-07
1308,872,50,1757,2022-05-01
1309,298,20,990,2022-10-28
1310,272,14,5,2023-10-09
1311,583,26,446,2022-11-09
1312,952,42,1056,2022-02-06
1313,958,30,1828,2023-09-25
1314,869,32,118,2022-12-31
1315,7,40,943,2022-12-03
1316,306,23,220,2022-01-06
1317,359,47,382,2023-02-16
1318,364,1,208,2023-03-18
1319,504,13,174,2023-06-26
1320,527,10,842,2022-05-07
1321,936,32,15,2022-06-09
1322,788,43,513,2022-08-20
1323,482,26,767,2022-11-03
1324,374,28,1828,2022-07-06
1325,550,18,223,2023-03-26
1326,673,29,332,2022-05-24
1327,363,48,889,2022-01-06
1328,368,46,407,2022-04-24
1329,195,19,83,2022-05-17
1330,405,27,1524,2022-12-06
1331,923,3,329,2023-11-14
1332,204,31,1966,2023-11-13
1333,273,8,863,2023-05-16
1334,564,32,1639,2023-11-30
1335,732,9,666,2023-02-14
1336,514,47,1892,2023-02-03
1337,135,8,1962,2022-04-21
1338,812,2,259,2022-06-09
1339,353,33,28,2023-12-02
1340,243,4,1390,2022-12-17
1341,440,39,1511,2022-01-09
1342,445,31,593,2022-10-16
1343,498,6,1559,2023-03-16
1344,254,40,313,2023-06-08
1345,192,16,576,2022-04-28
1346,885,17,1436,2022-09-11
1347,683,28,407,2023-05-01
1348,724,7,1436,2023-05-30
1349,626,12,387,2023-08-29
1350,645,41,305,2022-08-23
1351,124,9,822,2022-02-09
1352,281,13,1903,2022-05-30
1353,437,2,1263,2022-07-24
1354,94,4,779,2023-02-22
1355,538,20,1434,2023-10-11
1356,237,15,689,2023-03-13
1357,491,4,1045,2023-03-14
1358,660,4,624,2022-04-23
1359,276,24,575,2022-12-26
1360,729,27,506,2022-11-24
1361,917,4,373,2022-02-11
1362,1,4,1353,2022-11-26
1363,218,19,967,2022-10-14
1364,931,39,207,2023-03-18
1365,190,17,1943,2023-05-19
1366,373,22,624,2022-04-25
1367,100,43,28,2023-12-01
1368,566,50,1766,2022-05-14
1369,340,24,1519,2023-01-06
1370,761,50,1207,2023-06-26
1371,620,24,488,2023-10-28
1372,283,14,1197,2023-01-29
1373,90,7,268,2023-10-07
1374,761,39,247,2022-02-12
1375,601,42,1675,2022-07-15
1376,198,46,913,2022-04-12
1377,77,35,1268,2022-12-18
1378,309,47,972,2022-07-26
1379,547,47,315,2022-02-14
1380,131,13,857,2023-07-18
1381,729,17,1826,2023-07-28
1382,999,23,1833,2023-01-10
1383,460,41,1470,2022-05-01
1384,933,28,139,2023-05-10
1385,430,34,1908,2023-05-31
1386,810,2,342,2023-09-06
1387,281,45,1982,2022-05-13
1388,297,3,1958,2023-08-03
1389,63,45,390,2023-02-12
1390,507,44,1091,2023-06-10
1391,995,5,339,2023-03-25
1392,769,33,787,2023-07-30
1393,799,25,821,2023-09-14
1394,279,14,377,2022-01-04
1395,164,37,447,2023-08-30
1396,714,1,1801,2023-06-10
1397,467,33,1450,2023-06-22
1398,266,20,1746,2022-08-14
1399,304,46,550,2023-07-20
1400,122,11,459,2022-02-16
1401,547,16,598,2022-02-10
1402,655,10,1930,2022-10-12
1403,950,9,554,2022-02-22
1404,658,16,1687,2022-08-04
1405,548,8,3,2023-10-27
1406,356,41,1240,2023-01-13
1407,333,6,1939,2023-07-17
1408,271,47,274,2023-02-23
1409,920,40,604,2022-11-29
1410,59,41,1672,2022-01-11
1411,844,23,450,2022-10-14
1412,181,17,1990,2022-01-17
1413,551,43,1778,2023-08-21
1414,109,47,1528,2023-01-27
1415,969,42,528,2023-10-04
1416,650,39,1129,2022-07-31
1417,837,29,452,2022-11-29
1418,276,14,1192,2023-10-07
1419,828,49,810,2022-06-09
1420,457,15,1495,2023-03-21
1421,378,10,1848,2023-05-06
1422,96,32,372,2023-04-16
1423,190,12,387,2023-08-07
1424,503,47,370,2023-10-26
1425,289,2,636,2022-06-16
1426,907,12,1675,2023-02-08
1427,704,39,385,2022-03-13
1428,147,5,874,2022-09-09
1429,466,42,1988,2023-02-17
1430,103,47,1079,2022-05-21
1431,745,49,1655,2022-01-13
1432,618,7,774,2023-01-29
1433,22,8,1693,2022-01-14
1434,782,42,1915,2022-02-14
1435,136,16,1578,2022-03-27
1436,275,10,1923,2023-10-05
1437,615,1,1623,2022-01-10
1438,981,7,1111,2022-12-13
1439,874,46,175,2022-07-27
1440,143,31,1556,2023-07-31
1441,914,29,1671,2022-06-17
1442,315,22,981,2022-06-08
1443,250,4,1114,2022-10-01
1444,643,35,253,2022-01-22
1445,845,3,211,2023-07-12
1446,304,7,1048,2023-03-02
1447,146,1,1869,2022-08-18
1448,25,15,875,2023-01-30
1449,151,23,1343,2022-10-21
1450,232,44,788,2022-04-26
1451,504,11,226,2022-08-18
1452,105,19,732,2022-03-20
1453,631,22,243,2023-01-05
1454,946,6,1835,2022-02-14
1455,620,10,365,2023-03-15
1456,544,22,1229,2022-07-05
1457,696,28,308,2023-11-15
1458,704,20,1280,2022-10-21
1459,357,7,556,2023-05-27
1460,678,24,1911,2022-09-29
1461,831,46,1636,2022-03-20
1462,808,1,1765,2022-06-02
1463,797,42,301,2022-11-24
1464,152,25,915,2023-05-05
1465,835,5,232,2023-08-15
1466,438,47,571,2022-05-29
1467,93,21,262,2022-07-06
1468,786,25,723,2022-11-23
1469,507,28,986,2023-02-28
1470,617,41,683,2022-05-22
1471,822,42,1888,2022-09-09
1472,393,27,1126,2023-05-25
1473,552,35,1009,2023-06-30
1474,550,15,788,2022-03-27
1475,595,46,864,2023-06-24
1476,592,50,1421,2022-08-13
1477,720,6,482,2023-01-06
1478,3,14,1743,2022-01-18
1479,372,36,971,2022-05-17
1480,944,8,123,2022-12-24
1481,370,50,1678,2022-05-23
1482,302,30,296,2023-07-19
1483,996,27,497,2022-08-04
1484,848,15,115,2022-05-22
1485,121,45,1442,2022-05-27
1486,387,47,54,2023-03-11
1487,381,4,1437,2022-04-19
1488,679,38,152,2023-05-04
1489,858,39,1783,2022-06-11
1490,31,10,749,2022-05-25
1491,81,16,158,2022-01-13
1492,583,27,307,2022-07-06
1493,482,48,287,2023-06-25
1494,716,20,963,2023-02-26
1495,740,22,910,2023-10-23
1496,712,1,588,2022-04-24
1497,160,4,1805,2023-10-20
1498,33,39,1539,2022-06-27
1499,516,11,23,2023-02-10
1500,853,28,1393,2023-04-11
1501,568,46,1699,2022-09-22
1502,942,37,1028,2022-11-10
1503,727,15,868,2022-06-10
1504,279,6,1069,2023-01-22
1505,974,9,1522,2022-08-05
1506,411,40,115,2022-08-13
1507,402,12,1685,2023-07-27
1508,620,5,1673,2023-04-25
1509,489,21,1337,2023-10-20
1510,415,25,338,2022-02-25
1511,823,24,1325,2023-03-11
1512,200,18,223,2022-04-17
1513,80,24,1236,2022-12-10
1514,29,16,578,2022-06-16
1515,555,7,134,2022-08-05
1516,612,1,1550,2022-11-13
1517,193,36,414,2023-10-16
1518,952,3,493,2022-10-03
1519,88,37,1157,2022-02-15
1520,578,31,94,2022-02-19
1521,323,6,1933,2022-11-13
1522,9,23,1540,2022-10-17
1523,982,26,1025,2022-07-19
1524,323,49,801,2022-12-31
1525,998,9,1440,2023-11-22
1526,100,22,835,2023-05-31
1527,104,33,1654,2022-06-03
1528,25,38,1631,2023-01-27
1529,489,38,1780,2022-02-08
1530,298,11,311,2023-11-30
1531,475,6,1813,2023-10-03
1532,96,46,475,2022-08-09
1533,827,44,1340,2022-05-25
1534,788,46,330,2023-05-29
1535,529,47,1247,2023-10-30
1536,536,50,700,2023-04-04
1537,805,9,695,2022-10-25
1538,369,40,1753,2023-03-18
1539,41,46,1586,2023-12-01
1540,397,16,428,2023-09-18
1541,622,5,1963,2022-06-06
1542,581,41,1019,2022-04-10
1543,825,1,293,2022-11-13
1544,561,6,1022,2022-04-07
1545,466,21,348,2022-10-30
1546,166,5,574,2023-08-14
1547,373,23,183,2022-03-14
1548,184,46,1581,2023-04-17
1549,265,31,525,2023-03-29
1550,666,9,1925,2022-05-07
1551,996,37,1000,2022-02-10
1552,373,19,822,2023-02-23
1553,878,40,1879,2023-11-28
1554,133,29,752,2023-06-09
1555,866,40,1950,2022-11-18
1556,383,6,1398,2023-02-28
1557,519,29,539,2023-11-30
1558,44,40,1319,2022-02-28
1559,759,16,1434,2023-07-29
1560,9,10,1748,2022-04-18
1561,298,25,325,2023-08-07
1562,409,5,457,2023-02-02
1563,896,30,1371,2022-04-06
1564,358,30,960,2023-10-20
1565,548,30,224,2022-03-29
1566,185,47,222,2023-02-11
1567,787,28,409,2023-02-16
1568,337,5,650,2022-12-17
1569,619,32,436,2023-05-03
1570,118,18,931,2022-02-09
1571,559,10,1943,2023-04-27
1572,150,41,438,2022-11-24
1573,582,3,1232,2023-01-25
1574,64,24,1618,2023-03-17
1575,485,14,111,2022-08-05
1576,889,2,1952,2023-12-02
1577,434,18,517,2023-10-13
1578,181,6,291,2022-03-12
1579,281,26,168,2022-11-02
1580,895,46,925,2023-03-06
1581,538,14,1372,2022-09-23
1582,189,4,190,2023-03-15
1583,351,49,609,2022-06-18
1584,204,23,1930,2023-03-06
1585,494,31,1097,2022-06-14
1586,989,45,895,2022-12-30
1587,935,45,1169,2023-02-03
1588,843,1,1149,2023-09-04
1589,204,5,1481,2023-11-15
1590,593,40,297,2022-11-28
1591,681,47,1522,2022-11-21
1592,15,10,1837,2023-04-15
1593,957,10,1023,2022-11-21
1594,117,44,833,2022-09-27
1595,534,47,8,2023-04-07
1596,966,9,1300,2023-04-06
1597,655,38,200,2022-02-07
1598,224,48,385,2023-03-07
1599,714,35,1586,2022-06-20
1600,616,25,443,2022-12-23
1601,215,13,1991,2023-11-27
1602,591,1,759,2023-01-08
1603,17,20,1837,2022-11-11
1604,515,8,1433,2023-05-27
1605,665,30,848,2023-02-25
1606,361,23,1697,2023-07-10
1607,437,34,1995,2022-12-10
1608,117,12,940,2023-03-15
1609,383,12,1133,2023-09-02
1610,167,35,893,2023-01-26
1611,292,43,1411,2023-11-28
1612,448,41,581,2023-09-28
1613,961,7,180,2022-04-17
1614,92,42,34,2023-09-24
1615,955,27,213,2023-05-24
1616,768,49,1278,2023-07-12
1617,103,41,910,2023-05-31
1618,596,3,1368,2022-10-24
1619,873,27,434,2022-08-17
1620,796,30,1130,2023-01-26
1621,118,13,1754,2023-04-26
1622,974,8,719,2023-04-21
1623,423,42,1442,2023-02-10
1624,8,24,1602,2022-08-18
1625,520,19,549,2023-11-06
1626,271,20,1718,2023-03-01
1627,690,16,9,2023-03-01
1628,34,1,54,2022-06-07
1629,810,24,1722,2023-06-16
1630,840,48,1229,2022-11-22
1631,344,11,1965,2023-08-09
1632,441,16,1139,2023-02-05
1633,198,40,1320,2023-02-07
1634,849,4,1642,2023-08-15
1635,440,9,1924,2023-10-14
1636,400,47,356,2023-02-17
1637,926,21,1060,2022-06-12
1638,448,15,204,2022-05-10
1639,517,8,1294,2023-08-14
1640,804,26,1727,2023-10-05
1641,939,17,1715,2023-07-21
1642,163,21,418,2022-04-06
1643,96,2,896,2022-01-12
1644,644,50,1216,2022-06-06
1645,29,40,1450,2023-07-11
1646,943,6,1172,2023-01-27
1647,26,48,1504,2022-05-14
1648,465,41,1294,2023-01-02
1649,192,16,1337,2022-08-16
1650,305,13,1097,2022-09-09
1651,744,50,1653,2023-01-23
1652,789,17,1351,2022-02-22
1653,282,6,1915,2022-05-28
1654,643,2,1308,2023-08-17
1655,888,7,228,2023-04-16
1656,950,39,252,2022-04-20
1657,146,19,537,2022-07-04
1658,96,5,1013,2023-01-06
1659,935,14,801,2022-04-14
1660,503,2,848,2022-03-17
1661,499,41,157,2022-08-04
1662,704,27,769,2022-11-18
1663,649,29,1656,2022-06-14
1664,185,20,21,2022-07-02
1665,676,37,1293,2023-09-14
1666,876,3,241,2022-12-18
1667,356,31,1258,2023-09-07
1668,560,1,325,2023-06-19
1669,760,17,1898,2022-05-05
1670,198,39,61,2023-07-03
1671,24,34,1049,2022-06-06
1672,222,24,236,2022-08-11
1673,31,21,284,2022-08-14
1674,86,47,1417,2022-05-10
1675,275,18,987,2022-07-24
1676,977,6,714,2023-07-19
1677,668,19,957,2023-05-23
1678,447,33,1939,2023-02-14
1679,945,13,513,2022-06-27
1680,203,44,1733,2022-10-15
1681,985,26,211,2023-08-21
1682,813,50,1204,2022-11-16
1683,170,14,1954,2023-05-15
1684,444,29,868,2023-09-03
1685,766,18,1671,2022-11-23
1686,638,7,1244,2023-01-28
1687,440,13,1162,2022-12-28
1688,383,41,1679,2022-03-07
1689,461,11,1822,2022-02-04
1690,982,33,519,2023-08-24
1691,420,19,1237,2023-10-23
1692,974,34,722,2023-02-12
1693,31,8,369,2022-11-27
1694,440,12,733,2022-09-09
1695,75,14,1346,2023-01-16
1696,381,10,1597,2022-11-18
1697,126,1,653,2022-01-12
1698,735,22,438,2023-04-22
1699,582,21,1841,2022-08-27
1700,576,5,790,2022-10-18
1701,617,14,1080,2022-08-11
1702,106,36,570,2023-09-15
1703,969,43,154,2023-08-11
1704,915,42,864,2023-11-30
1705,775,28,651,2022-11-24
1706,203,13,102,2023-05-21
1707,511,3,563,2023-03-08
1708,123,8,928,2022-06-25
1709,616,21,1211,2023-01-28
1710,243,37,44,2022-10-19
1711,19,42,1605,2023-08-13
1712,5,30,583,2022-05-15
1713,862,26,76,2023-07-01
1714,941,34,81,2022-12-12
1715,661,2,143,2023-04-27
1716,98,27,1482,2022-11-05
1717,282,21,1544,2022-12-21
1718,410,6,1140,2022-11-17
1719,506,40,97,2023-02-07
1720,306,45,931,2023-05-21
1721,870,42,1981,2022-05-05
1722,864,24,1921,2023-09-25
1723,106,2,459,2022-02-18
1724,846,1,285,2022-04-18
1725,331,45,1484,2023-03-23
1726,232,11,181,2022-07-15
1727,742,24,1672,2023-07-05
1728,6,45,1778,2022-02-23
1729,266,3,227,2022-02-19
1730,970,20,154,2022-09-28
1731,338,45,1255,2023-01-24
1732,277,45,349,2022-05-22
1733,598,30,246,2022-05-10
1734,327,10,1543,2023-08-22
1735,910,27,1305,2023-04-03
1736,685,8,1069,2023-06-25
1737,247,37,979,2023-11-09
1738,502,18,660,2023-05-10
1739,232,6,541,2022-10-31
1740,729,6,723,2023-07-26
1741,856,16,1351,2023-10-25
1742,753,14,1424,2022-03-21
1743,77,32,124,2022-08-06
1744,14,43,443,2023-04-25
1745,839,25,385,2023-05-15
1746,108,22,428,2023-08-28
1747,780,34,1053,2022-11-17
1748,779,20,1452,2023-04-10
1749,672,10,1737,2023-06-01
1750,109,9,449,2023-01-08
1751,395,29,1778,2023-09-28
1752,526,13,1598,2023-02-14
1753,193,5,570,2023-03-10
